,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,8658,0,8,5,5,0
1,8658,0,8,5,5,0
2,7707,951,8,5,5,0
3,7007,1238,421,5,5,0
4,6458,1354,843,16,5,0
5,6033,1404,1199,35,5,0
6,5695,1402,1510,62,7,0
7,5465,1341,1778,85,7,0
8,5299,1272,1966,124,15,0
9,5181,1181,2132,151,31,0
10,5096,1084,2240,184,72,0
11,5015,1005,2281,218,157,0
12,4996,912,2188,255,325,0
13,4918,889,2038,284,547,0
14,4875,829,1842,306,824,0
15,4834,786,1626,330,1100,0
16,4805,724,1389,355,1403,0
17,4746,730,1149,370,1681,0
18,4715,707,971,379,1904,0
19,4678,689,842,384,2083,0
20,4653,667,708,391,2257,0
21,4636,640,632,396,2372,0
22,4617,608,570,405,2476,0
23,4594,581,506,411,2584,0
24,4573,562,459,418,2664,0
25,4574,516,437,421,2728,0
26,4582,480,384,422,2808,0
27,4557,473,348,425,2873,0
28,4547,451,316,429,2933,0
29,4544,425,286,432,2989,0
30,4538,407,266,434,3031,0
31,4530,388,252,436,3070,0
32,4541,354,233,436,3112,0
33,4525,347,215,437,3152,0
34,4520,333,201,438,3184,0
35,4511,332,181,439,3213,0
36,4490,329,177,440,3240,0
37,4472,330,171,440,3263,0
38,4475,307,159,442,3293,0
39,4473,286,149,443,3325,0
40,4465,284,146,443,3338,0
41,4451,285,140,443,3357,0
42,4436,290,134,443,3373,0
43,4445,263,128,445,3395,0
44,4441,255,120,445,3415,0
45,4432,251,120,445,3428,0
46,4439,232,120,445,3440,0
47,4426,231,114,445,3460,0
48,4417,228,108,445,3478,0
49,4417,217,98,445,3499,0
50,4407,218,94,445,3512,0
51,4399,212,97,445,3523,0
52,4406,188,98,446,3538,0
53,4402,177,102,446,3549,0
54,4399,170,101,446,3560,0
55,4401,160,95,446,3574,0
56,4400,155,92,446,3583,0
57,4401,145,91,446,3593,0
58,4398,140,85,446,3607,0
59,4399,133,81,446,3617,0
60,4389,135,72,447,3633,0
61,4369,151,67,447,3642,0
62,4372,142,63,447,3652,0
63,4371,138,58,447,3662,0
64,4372,132,51,447,3674,0
65,4376,117,58,447,3678,0
66,4370,122,54,447,3683,0
67,4363,124,53,447,3689,0
68,4358,118,60,447,3693,0
69,4357,113,63,447,3696,0
70,4351,115,54,447,3709,0
71,4355,107,54,447,3713,0
72,4358,97,49,447,3725,0
73,4360,90,50,447,3729,0
74,4357,88,45,447,3739,0
75,4360,81,47,447,3741,0
76,4355,84,44,447,3746,0
77,4351,83,44,447,3751,0
78,4345,87,43,447,3754,0
79,4351,74,46,447,3758,0
80,4352,70,43,447,3764,0
81,4352,65,44,447,3768,0
82,4347,66,41,447,3775,0
83,4343,68,37,447,3781,0
84,4336,72,33,447,3788,0
85,4334,69,34,447,3792,0
86,4337,64,32,448,3795,0
87,4338,61,31,448,3798,0
88,4337,59,31,448,3801,0
89,4338,57,30,448,3803,0
90,4336,59,27,448,3806,0
91,4335,59,27,448,3807,0
92,4337,54,27,448,3810,0
93,4336,52,24,448,3816,0
94,4330,57,21,448,3820,0
95,4334,47,25,448,3822,0
96,4332,49,20,448,3827,0
97,4335,45,20,448,3828,0
98,4335,43,21,448,3829,0
99,4336,41,21,448,3830,0
100,4342,33,23,448,3830,0
101,4337,38,19,448,3834,0
102,4336,34,21,448,3837,0
103,4323,46,21,448,3838,0
104,4321,46,21,448,3840,0
105,4320,44,21,448,3843,0
106,4323,41,20,448,3844,0
107,4324,38,17,448,3849,0
108,4323,38,16,448,3851,0
109,4325,33,18,448,3852,0
110,4326,32,17,448,3853,0
111,4325,33,17,448,3853,0
112,4324,33,18,448,3853,0
113,4324,31,20,448,3853,0
114,4323,30,20,448,3855,0
115,4322,31,17,448,3858,0
116,4323,25,21,448,3859,0
117,4322,26,20,448,3860,0
118,4321,26,18,448,3863,0
119,4322,24,17,448,3865,0
120,4323,23,17,448,3865,0
121,4323,23,17,448,3865,0
122,4319,27,17,448,3865,0
123,4319,25,18,448,3866,0
124,4322,22,17,448,3867,0
125,4318,26,16,448,3868,0
126,4315,29,14,448,3870,0
127,4315,29,12,448,3872,0
128,4314,30,10,448,3874,0
129,4314,28,12,448,3874,0
130,4313,28,13,448,3874,0
131,4313,27,14,448,3874,0
132,4314,25,14,448,3875,0
133,4313,26,14,448,3875,0
134,4313,25,15,448,3875,0
135,4314,24,15,448,3875,0
136,4317,21,12,448,3878,0
137,4315,22,12,448,3879,0
138,4317,20,11,448,3880,0
139,4317,19,11,448,3881,0
140,4317,19,11,448,3881,0
141,4315,21,11,448,3881,0
142,4317,19,11,448,3881,0
143,4318,17,12,448,3881,0
144,4321,13,12,448,3882,0
145,4322,11,12,448,3883,0
146,4317,14,13,448,3884,0
147,4316,14,14,448,3884,0
148,4317,12,14,448,3885,0
149,4313,15,15,448,3885,0
150,4314,14,15,448,3885,0
151,4313,15,15,448,3885,0
152,4310,18,14,448,3886,0
153,4315,12,14,448,3887,0
154,4313,14,14,448,3887,0
155,4313,14,14,448,3887,0
156,4310,16,14,448,3888,0
157,4309,16,13,448,3890,0
158,4308,16,14,448,3890,0
159,4308,16,14,448,3890,0
160,4309,15,13,448,3891,0
161,4309,15,12,448,3892,0
162,4310,13,13,448,3892,0
163,4309,12,15,448,3892,0
164,4311,10,14,448,3893,0
165,4310,10,14,448,3894,0
166,4310,10,11,448,3897,0
167,4310,9,11,448,3898,0
168,4308,11,10,448,3899,0
169,4307,11,11,448,3899,0
170,4308,10,11,448,3899,0
171,4306,12,11,448,3899,0
172,4309,7,13,448,3899,0
173,4307,8,13,448,3900,0
174,4308,7,12,448,3901,0
175,4308,7,11,448,3902,0
176,4308,7,10,448,3903,0
177,4307,8,10,448,3903,0
178,4308,7,10,448,3903,0
179,4309,4,12,448,3903,0
180,4309,4,12,448,3903,0
181,4309,4,11,448,3904,0
182,4307,6,11,448,3904,0
183,4308,5,9,448,3906,0
184,4308,4,10,448,3906,0
185,4309,3,10,448,3906,0
186,4308,3,11,448,3906,0
187,4307,3,12,448,3906,0
188,4306,4,11,448,3907,0
189,4306,4,11,448,3907,0
190,4307,3,11,448,3907,0
191,4307,3,11,448,3907,0
192,4306,4,9,448,3909,0
193,4306,4,9,448,3909,0
194,4308,2,9,448,3909,0
195,4307,2,10,448,3909,0
196,4307,2,10,448,3909,0
197,4307,2,10,448,3909,0
198,4308,1,10,448,3909,0
199,4308,1,9,448,3910,0
200,4307,2,9,448,3910,0
201,4306,3,9,448,3910,0
202,4305,4,9,448,3910,0
203,4305,4,9,448,3910,0
204,4305,4,9,448,3910,0
205,4306,3,8,448,3911,0
206,4306,3,8,448,3911,0
207,4306,3,8,448,3911,0
208,4306,3,8,448,3911,0
209,4306,2,9,448,3911,0
210,4306,2,9,448,3911,0
211,4306,1,10,448,3911,0
212,4305,2,10,448,3911,0
213,4305,2,10,448,3911,0
214,4305,2,10,448,3911,0
215,4305,2,9,448,3912,0
216,4306,1,8,448,3913,0
217,4306,1,8,448,3913,0
218,4305,2,8,448,3913,0
219,4305,2,8,448,3913,0
220,4306,1,8,448,3913,0
221,4307,0,8,448,3913,0
222,4307,0,8,448,3913,0
223,4307,0,8,448,3913,0
224,4306,1,8,448,3913,0
225,4306,1,8,448,3913,0
226,4306,1,8,448,3913,0
227,4306,0,9,448,3913,0
228,4306,0,9,448,3913,0
229,4306,0,9,448,3913,0
230,4306,0,9,448,3913,0
231,4306,0,9,448,3913,0
232,4306,0,9,448,3913,0
233,4306,0,9,448,3913,0
234,4305,1,9,448,3913,0
235,4305,1,9,448,3913,0
