,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,8658,0,8,5,5,0
1,8658,0,8,5,5,0
2,7714,944,8,5,5,0
3,7037,1209,420,5,5,0
4,6462,1367,828,13,6,0
5,6019,1405,1209,37,6,0
6,5722,1358,1539,51,6,0
7,5469,1349,1763,88,7,0
8,5302,1274,1966,120,14,0
9,5150,1228,2128,146,24,0
10,5088,1119,2216,186,67,0
11,5018,1044,2247,224,143,0
12,4990,946,2189,264,287,0
13,4979,844,2029,296,528,0
14,4926,815,1815,326,794,0
15,4878,786,1551,342,1119,0
16,4830,764,1324,352,1406,0
17,4794,728,1098,369,1687,0
18,4759,699,945,375,1898,0
19,4709,695,804,387,2081,0
20,4681,676,699,397,2223,0
21,4668,646,614,406,2342,0
22,4657,614,558,411,2436,0
23,4635,597,488,415,2541,0
24,4622,573,444,422,2615,0
25,4622,532,419,426,2677,0
26,4620,497,373,429,2757,0
27,4606,477,341,430,2822,0
28,4597,446,334,430,2869,0
29,4578,442,312,436,2908,0
30,4568,427,287,437,2957,0
31,4532,430,278,439,2997,0
32,4518,421,262,443,3032,0
33,4522,395,248,445,3066,0
34,4520,376,234,447,3099,0
35,4507,371,215,448,3135,0
36,4501,354,209,448,3164,0
37,4501,330,194,449,3202,0
38,4489,330,177,451,3229,0
39,4489,317,161,451,3258,0
40,4466,319,155,451,3285,0
41,4461,305,147,451,3312,0
42,4453,296,134,451,3342,0
43,4442,284,142,451,3357,0
44,4436,279,135,452,3374,0
45,4437,266,125,452,3396,0
46,4449,244,117,452,3414,0
47,4447,230,119,452,3428,0
48,4437,228,117,453,3441,0
49,4423,236,105,453,3459,0
50,4410,243,96,454,3473,0
51,4418,219,99,455,3485,0
52,4426,194,98,455,3503,0
53,4422,190,92,455,3517,0
54,4420,181,91,455,3529,0
55,4426,169,85,455,3541,0
56,4416,170,79,455,3556,0
57,4411,169,70,455,3571,0
58,4408,163,74,455,3576,0
59,4403,163,72,456,3582,0
60,4395,163,72,456,3590,0
61,4385,169,68,456,3598,0
62,4374,171,66,457,3608,0
63,4372,169,59,457,3619,0
64,4375,153,66,457,3625,0
65,4381,140,61,457,3637,0
66,4384,130,63,457,3642,0
67,4385,127,60,457,3647,0
68,4386,122,57,457,3654,0
69,4385,117,53,457,3664,0
70,4385,113,51,457,3670,0
71,4381,110,47,457,3681,0
72,4381,105,42,457,3691,0
73,4379,102,42,457,3696,0
74,4382,92,41,457,3704,0
75,4383,86,44,457,3706,0
76,4377,88,47,457,3707,0
77,4363,97,50,457,3709,0
78,4366,92,49,457,3712,0
79,4359,97,47,457,3716,0
80,4351,103,42,457,3723,0
81,4353,95,43,457,3728,0
82,4350,93,44,457,3732,0
83,4355,84,40,457,3740,0
84,4362,73,39,457,3745,0
85,4366,66,33,457,3754,0
86,4364,67,29,457,3759,0
87,4356,73,26,457,3764,0
88,4359,69,25,457,3766,0
89,4357,70,24,457,3768,0
90,4353,73,22,457,3771,0
91,4348,78,17,457,3776,0
92,4349,75,18,457,3777,0
93,4345,78,19,457,3777,0
94,4353,67,18,457,3781,0
95,4352,66,19,457,3782,0
96,4350,67,20,457,3782,0
97,4352,64,18,457,3785,0
98,4348,66,19,457,3786,0
99,4346,66,20,457,3787,0
100,4340,70,20,457,3789,0
101,4340,65,22,457,3792,0
102,4341,61,22,457,3795,0
103,4340,58,25,457,3796,0
104,4340,56,26,457,3797,0
105,4336,57,27,457,3799,0
106,4335,53,30,457,3801,0
107,4340,47,30,457,3802,0
108,4342,42,30,457,3805,0
109,4340,43,30,457,3806,0
110,4342,41,28,457,3808,0
111,4338,45,26,457,3810,0
112,4334,48,26,457,3811,0
113,4333,47,21,457,3818,0
114,4337,40,19,457,3823,0
115,4338,35,20,457,3826,0
116,4335,35,21,457,3828,0
117,4333,36,21,457,3829,0
118,4337,31,22,457,3829,0
119,4335,31,23,457,3830,0
120,4335,28,26,457,3830,0
121,4333,30,24,457,3832,0
122,4332,29,23,457,3835,0
123,4330,30,24,457,3835,0
124,4329,29,24,457,3837,0
125,4327,30,21,457,3841,0
126,4330,27,19,457,3843,0
127,4331,25,19,457,3844,0
128,4328,28,17,457,3846,0
129,4334,22,14,457,3849,0
130,4334,20,16,457,3849,0
131,4330,22,17,457,3850,0
132,4329,23,17,457,3850,0
133,4327,21,19,457,3852,0
134,4326,22,17,457,3854,0
135,4325,23,16,457,3855,0
136,4323,24,15,457,3857,0
137,4321,26,14,457,3858,0
138,4324,23,14,457,3858,0
139,4327,18,16,457,3858,0
140,4327,18,14,457,3860,0
141,4327,17,14,457,3861,0
142,4327,15,15,457,3862,0
143,4327,15,14,457,3863,0
144,4324,18,13,457,3864,0
145,4325,17,13,457,3864,0
146,4324,18,13,457,3864,0
147,4329,12,12,457,3866,0
148,4328,12,13,457,3866,0
149,4327,12,14,457,3866,0
150,4325,14,13,457,3867,0
151,4322,17,10,457,3870,0
152,4323,15,11,457,3870,0
153,4323,14,12,457,3870,0
154,4324,12,13,457,3870,0
155,4325,11,13,457,3870,0
156,4324,12,12,457,3871,0
157,4324,12,12,457,3871,0
158,4323,13,12,457,3871,0
159,4321,14,11,457,3873,0
160,4320,15,11,457,3873,0
161,4322,13,10,457,3874,0
162,4321,14,8,457,3876,0
163,4322,12,9,457,3876,0
164,4323,10,10,457,3876,0
165,4322,11,10,457,3876,0
166,4322,9,12,457,3876,0
167,4322,8,13,457,3876,0
168,4323,7,12,457,3877,0
169,4323,7,11,457,3878,0
170,4322,8,10,457,3879,0
171,4323,7,10,457,3879,0
172,4322,8,9,457,3880,0
173,4323,6,10,457,3880,0
174,4324,5,10,457,3880,0
175,4323,5,11,457,3880,0
176,4322,4,13,457,3880,0
177,4320,6,13,457,3880,0
178,4320,5,14,457,3880,0
179,4320,5,13,457,3881,0
180,4319,6,12,457,3882,0
181,4319,5,11,457,3884,0
182,4320,4,11,457,3884,0
183,4319,5,11,457,3884,0
184,4318,6,11,457,3884,0
185,4318,6,11,457,3884,0
186,4320,4,10,457,3885,0
187,4319,4,11,457,3885,0
188,4318,5,11,457,3885,0
189,4318,5,10,457,3886,0
190,4318,4,11,457,3886,0
191,4318,4,11,457,3886,0
192,4317,5,11,457,3886,0
193,4317,5,10,457,3887,0
194,4316,6,9,457,3888,0
195,4316,5,10,457,3888,0
196,4316,5,10,457,3888,0
197,4316,5,9,457,3889,0
198,4315,5,10,457,3889,0
199,4316,4,10,457,3889,0
200,4316,4,10,457,3889,0
201,4317,3,9,457,3890,0
202,4316,4,9,457,3890,0
203,4315,4,10,457,3890,0
204,4315,4,9,457,3891,0
205,4316,3,9,457,3891,0
206,4317,2,9,457,3891,0
207,4316,3,9,457,3891,0
208,4316,3,9,457,3891,0
209,4317,2,9,457,3891,0
210,4316,3,9,457,3891,0
211,4316,3,9,457,3891,0
212,4316,3,9,457,3891,0
213,4316,3,9,457,3891,0
214,4316,3,9,457,3891,0
215,4316,3,9,457,3891,0
216,4316,3,8,457,3892,0
217,4315,3,9,457,3892,0
218,4315,3,9,457,3892,0
219,4316,2,9,457,3892,0
220,4316,2,9,457,3892,0
221,4316,2,9,457,3892,0
222,4316,2,9,457,3892,0
223,4316,2,9,457,3892,0
224,4316,2,9,457,3892,0
225,4316,2,9,457,3892,0
226,4316,2,9,457,3892,0
227,4315,3,9,457,3892,0
228,4316,2,9,457,3892,0
229,4317,1,8,457,3893,0
230,4316,2,8,457,3893,0
231,4316,2,8,457,3893,0
232,4315,3,8,457,3893,0
233,4315,3,8,457,3893,0
234,4315,2,9,457,3893,0
235,4316,1,9,457,3893,0
