,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5282,0,8,5,5,3376
1,5282,0,8,5,5,3376
2,4676,606,8,5,5,3376
3,4286,780,224,5,5,3376
4,3973,910,405,7,5,3376
5,3693,1029,566,7,5,3376
6,3490,1055,737,13,5,3376
7,3333,1068,865,28,6,3376
8,3229,1010,1007,39,15,3376
9,3168,953,1106,47,26,3376
10,3148,878,1172,56,46,3376
11,3124,826,1184,70,96,3376
12,3085,797,1173,79,166,3376
13,3057,748,1135,82,278,3376
14,3025,708,1036,91,440,3376
15,3026,656,910,95,613,3376
16,2966,670,802,103,759,3376
17,2966,613,722,107,892,3376
18,2946,595,595,112,1052,3376
19,2915,590,510,118,1167,3376
20,2887,583,453,120,1257,3376
21,2891,543,413,123,1330,3376
22,2895,504,385,128,1388,3376
23,2897,470,354,130,1449,3376
24,2879,454,336,131,1500,3376
25,2862,441,312,132,1553,3376
26,2848,425,289,134,1604,3376
27,2829,415,273,134,1649,3376
28,2827,390,261,138,1684,3376
29,2826,374,239,143,1718,3376
30,2816,370,208,143,1763,3376
31,2817,352,201,144,1786,3376
32,2810,341,189,144,1816,3376
33,2811,326,171,144,1848,3376
34,2788,336,158,144,1874,3376
35,2785,324,147,147,1897,3376
36,2774,312,149,148,1917,3376
37,2763,311,143,149,1934,3376
38,2764,299,126,149,1962,3376
39,2747,298,128,150,1977,3376
40,2744,288,130,151,1987,3376
41,2751,269,124,151,2005,3376
42,2738,271,121,151,2019,3376
43,2741,259,117,151,2032,3376
44,2733,253,114,152,2048,3376
45,2723,255,103,152,2067,3376
46,2709,253,108,152,2078,3376
47,2714,239,102,152,2093,3376
48,2721,224,96,152,2107,3376
49,2723,211,93,152,2121,3376
50,2717,207,94,152,2130,3376
51,2712,204,87,152,2145,3376
52,2712,188,93,152,2155,3376
53,2695,195,88,152,2170,3376
54,2688,195,84,152,2181,3376
55,2685,192,78,152,2193,3376
56,2682,186,69,152,2211,3376
57,2683,176,71,152,2218,3376
58,2680,168,75,152,2225,3376
59,2681,157,73,152,2237,3376
60,2675,156,74,152,2243,3376
61,2672,151,72,152,2253,3376
62,2667,148,74,152,2259,3376
63,2666,136,80,152,2266,3376
64,2670,128,78,152,2272,3376
65,2662,131,66,152,2289,3376
66,2654,130,64,152,2300,3376
67,2657,121,65,152,2305,3376
68,2654,121,58,152,2315,3376
69,2662,105,60,152,2321,3376
70,2660,99,58,154,2329,3376
71,2662,92,53,154,2339,3376
72,2658,93,47,154,2348,3376
