,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5389,0,8,5,5,3269
1,5389,0,8,5,5,3269
2,4807,582,8,5,5,3269
3,4350,827,220,5,5,3269
4,3971,983,441,7,5,3269
5,3728,1026,639,9,5,3269
6,3536,1059,795,12,5,3269
7,3394,1050,939,19,5,3269
8,3306,999,1063,28,11,3269
9,3213,981,1155,36,22,3269
10,3165,947,1207,44,44,3269
11,3126,895,1242,54,90,3269
12,3113,810,1245,58,181,3269
13,3113,722,1205,66,301,3269
14,3093,678,1096,77,463,3269
15,3045,665,971,84,642,3269
16,3027,632,838,88,822,3269
17,3009,611,733,96,958,3269
18,2980,588,632,98,1109,3269
19,2971,566,538,101,1231,3269
20,2928,581,469,106,1323,3269
21,2916,561,410,107,1413,3269
22,2903,544,374,110,1476,3269
23,2887,527,334,113,1546,3269
24,2869,515,310,113,1600,3269
25,2877,480,283,116,1651,3269
26,2868,470,254,117,1698,3269
27,2885,433,232,117,1740,3269
28,2871,424,221,119,1772,3269
29,2859,417,199,122,1810,3269
30,2847,405,205,122,1828,3269
31,2848,382,195,124,1858,3269
32,2837,372,183,124,1891,3269
33,2822,372,174,124,1915,3269
34,2814,363,169,124,1937,3269
35,2802,357,163,124,1961,3269
36,2804,335,155,125,1988,3269
37,2797,318,150,126,2016,3269
38,2789,309,146,126,2037,3269
39,2779,302,147,127,2052,3269
40,2796,269,146,127,2069,3269
41,2788,267,143,127,2082,3269
42,2777,263,139,127,2101,3269
43,2770,251,137,127,2122,3269
44,2760,244,135,127,2141,3269
45,2762,225,136,127,2157,3269
46,2758,222,125,127,2175,3269
47,2745,223,119,127,2193,3269
48,2742,221,108,127,2209,3269
49,2746,203,102,127,2229,3269
50,2738,199,100,127,2243,3269
51,2733,195,97,127,2255,3269
52,2731,184,100,127,2265,3269
53,2743,167,88,127,2282,3269
54,2740,165,84,127,2291,3269
55,2728,165,80,127,2307,3269
56,2722,162,77,127,2319,3269
57,2724,153,70,127,2333,3269
58,2717,148,74,127,2341,3269
59,2711,149,67,127,2353,3269
60,2708,145,65,127,2362,3269
61,2692,157,63,127,2368,3269
62,2688,155,62,127,2375,3269
63,2686,148,65,127,2381,3269
64,2693,134,62,127,2391,3269
65,2681,141,58,128,2399,3269
66,2687,128,60,128,2404,3269
67,2693,118,57,128,2411,3269
68,2692,113,55,128,2419,3269
69,2691,109,55,128,2424,3269
70,2691,105,51,128,2432,3269
71,2686,106,48,128,2439,3269
72,2690,96,47,128,2446,3269
73,2694,87,43,128,2455,3269
74,2697,83,34,128,2465,3269
75,2684,92,34,128,2469,3269
76,2681,92,32,128,2474,3269
77,2683,87,33,128,2476,3269
78,2679,87,34,128,2479,3269
79,2675,87,35,128,2482,3269
80,2667,92,32,128,2488,3269
81,2680,76,34,128,2489,3269
82,2682,72,31,128,2494,3269
83,2677,74,31,128,2497,3269
84,2674,73,30,128,2502,3269
85,2670,76,28,128,2505,3269
86,2666,77,29,128,2507,3269
87,2664,73,34,128,2508,3269
88,2664,69,35,128,2511,3269
89,2668,64,34,128,2513,3269
90,2660,70,33,128,2516,3269
91,2657,70,33,128,2519,3269
92,2655,67,35,128,2522,3269
93,2658,61,35,128,2525,3269
94,2658,59,33,128,2529,3269
95,2664,51,30,128,2534,3269
96,2658,55,31,128,2535,3269
97,2656,55,31,128,2537,3269
98,2653,58,28,128,2540,3269
99,2648,62,26,128,2543,3269
100,2651,59,23,128,2546,3269
101,2649,60,23,128,2547,3269
102,2646,61,23,128,2549,3269
103,2650,56,20,128,2553,3269
104,2650,55,20,128,2554,3269
105,2657,45,20,128,2557,3269
106,2656,44,20,128,2559,3269
107,2660,40,19,128,2560,3269
108,2659,40,18,128,2562,3269
109,2654,44,19,128,2562,3269
110,2653,45,17,128,2564,3269
111,2656,40,19,128,2564,3269
112,2653,42,20,128,2564,3269
113,2655,37,22,128,2565,3269
114,2649,42,21,128,2567,3269
115,2648,42,20,128,2569,3269
116,2647,42,21,128,2569,3269
117,2644,44,20,128,2571,3269
118,2644,41,19,128,2575,3269
119,2644,39,21,128,2575,3269
120,2643,37,22,128,2577,3269
121,2643,36,22,128,2578,3269
122,2643,35,21,128,2580,3269
123,2644,31,22,128,2582,3269
124,2649,26,20,128,2584,3269
125,2649,24,19,128,2587,3269
126,2646,26,18,128,2589,3269
127,2643,28,19,128,2589,3269
128,2639,32,18,128,2590,3269
129,2639,31,18,128,2591,3269
130,2640,30,16,128,2593,3269
131,2640,28,15,128,2596,3269
132,2641,26,12,128,2600,3269
133,2638,29,11,128,2601,3269
134,2638,27,13,128,2601,3269
135,2637,28,13,128,2601,3269
136,2640,24,13,128,2602,3269
137,2639,25,12,128,2603,3269
138,2640,23,12,128,2604,3269
139,2639,23,13,128,2604,3269
140,2638,24,11,128,2606,3269
141,2638,24,11,128,2606,3269
142,2638,24,11,128,2606,3269
143,2639,20,14,128,2606,3269
144,2643,16,13,128,2607,3269
145,2641,16,15,128,2607,3269
146,2639,17,15,128,2608,3269
147,2640,15,16,128,2608,3269
148,2635,20,15,128,2609,3269
149,2637,16,16,128,2610,3269
150,2636,15,18,128,2610,3269
151,2635,16,18,128,2610,3269
152,2635,14,19,128,2611,3269
153,2633,15,16,128,2615,3269
154,2633,15,15,128,2616,3269
155,2635,12,16,128,2616,3269
156,2635,12,14,128,2618,3269
157,2635,12,14,128,2618,3269
158,2635,11,13,128,2620,3269
159,2636,8,14,128,2621,3269
160,2636,8,14,128,2621,3269
161,2637,7,13,128,2622,3269
162,2637,7,10,128,2625,3269
163,2637,7,10,128,2625,3269
164,2636,8,10,128,2625,3269
165,2636,8,9,128,2626,3269
166,2636,8,9,128,2626,3269
167,2636,7,10,128,2626,3269
168,2635,8,10,128,2626,3269
169,2635,8,9,128,2627,3269
170,2634,9,9,128,2627,3269
171,2634,9,9,128,2627,3269
172,2634,9,9,128,2627,3269
173,2633,9,10,128,2627,3269
174,2633,8,11,128,2627,3269
175,2633,8,11,128,2627,3269
176,2631,10,11,128,2627,3269
177,2631,8,13,128,2627,3269
178,2631,7,14,128,2627,3269
179,2631,6,14,128,2628,3269
180,2631,6,14,128,2628,3269
181,2631,6,14,128,2628,3269
182,2631,6,14,128,2628,3269
183,2631,6,13,128,2629,3269
184,2631,6,10,128,2632,3269
185,2632,5,10,128,2632,3269
186,2633,4,9,128,2633,3269
187,2633,4,9,128,2633,3269
188,2633,4,9,128,2633,3269
189,2630,6,10,128,2633,3269
190,2630,5,11,128,2633,3269
191,2630,5,10,128,2634,3269
192,2630,4,11,128,2634,3269
193,2630,4,10,128,2635,3269
194,2629,5,10,128,2635,3269
195,2629,5,10,128,2635,3269
196,2629,4,11,128,2635,3269
197,2629,3,12,128,2635,3269
198,2631,1,12,128,2635,3269
199,2631,1,12,128,2635,3269
200,2631,1,12,128,2635,3269
201,2630,2,12,128,2635,3269
202,2631,1,11,128,2636,3269
203,2631,1,10,128,2637,3269
204,2630,2,9,128,2638,3269
205,2630,2,8,128,2639,3269
206,2630,2,8,128,2639,3269
207,2630,2,8,128,2639,3269
208,2630,2,8,128,2639,3269
209,2629,3,8,128,2639,3269
210,2630,2,8,128,2639,3269
211,2630,2,8,128,2639,3269
212,2631,1,8,128,2639,3269
213,2630,2,8,128,2639,3269
214,2630,2,8,128,2639,3269
215,2630,2,8,128,2639,3269
216,2630,2,8,128,2639,3269
217,2630,2,8,128,2639,3269
218,2630,2,8,128,2639,3269
219,2630,2,8,128,2639,3269
220,2629,3,8,128,2639,3269
221,2629,3,8,128,2639,3269
222,2629,3,8,128,2639,3269
223,2630,1,9,128,2639,3269
224,2630,1,9,128,2639,3269
225,2630,1,9,128,2639,3269
226,2629,2,9,128,2639,3269
227,2629,1,10,128,2639,3269
228,2630,0,10,128,2639,3269
229,2629,1,10,128,2639,3269
230,2629,1,10,128,2639,3269
231,2629,1,10,128,2639,3269
232,2629,1,10,128,2639,3269
233,2629,1,10,128,2639,3269
234,2629,1,10,128,2639,3269
235,2629,1,9,128,2640,3269
236,2629,1,9,128,2640,3269
237,2629,1,9,128,2640,3269
238,2629,1,9,128,2640,3269
239,2629,1,9,128,2640,3269
240,2629,1,8,128,2641,3269
