,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5455,0,8,5,5,3203
1,5455,0,8,5,5,3203
2,4828,627,8,5,5,3203
3,4390,847,226,5,5,3203
4,4035,983,441,9,5,3203
5,3757,1061,640,10,5,3203
6,3546,1080,824,18,5,3203
7,3391,1090,959,25,8,3203
8,3282,1061,1087,32,11,3203
9,3219,1016,1176,44,18,3203
10,3187,937,1254,54,41,3203
11,3133,909,1284,65,82,3203
12,3109,847,1276,75,166,3203
13,3082,791,1195,91,314,3203
14,3071,730,1087,99,486,3203
15,3052,696,937,105,683,3203
16,3039,640,827,109,858,3203
17,3021,621,714,114,1003,3203
18,3007,604,600,123,1139,3203
19,2988,585,523,129,1248,3203
20,2950,578,458,130,1357,3203
21,2928,547,441,133,1424,3203
22,2908,527,402,136,1500,3203
23,2890,506,367,138,1572,3203
24,2879,482,341,140,1631,3203
25,2850,474,320,141,1688,3203
26,2851,444,306,141,1731,3203
27,2840,430,291,142,1770,3203
28,2822,424,275,142,1810,3203
29,2830,387,264,143,1849,3203
30,2833,358,244,144,1894,3203
31,2820,350,231,145,1927,3203
32,2818,335,216,147,1957,3203
33,2812,318,205,148,1990,3203
34,2797,307,188,148,2033,3203
35,2786,303,175,149,2060,3203
36,2778,296,156,149,2094,3203
37,2763,293,149,149,2119,3203
38,2747,287,150,149,2140,3203
39,2753,273,142,150,2155,3203
40,2760,256,135,151,2171,3203
41,2754,245,129,153,2192,3203
42,2752,237,123,153,2208,3203
43,2746,233,114,153,2227,3203
44,2742,220,115,153,2243,3203
45,2744,204,111,153,2261,3203
46,2722,217,103,153,2278,3203
47,2719,217,87,154,2296,3203
48,2727,199,83,154,2310,3203
49,2725,188,79,154,2327,3203
50,2711,197,70,155,2340,3203
51,2702,200,68,155,2348,3203
52,2700,192,68,155,2358,3203
53,2694,185,70,155,2369,3203
54,2698,174,71,155,2375,3203
55,2700,162,77,155,2379,3203
56,2688,170,72,155,2388,3203
57,2689,161,70,155,2398,3203
58,2692,151,65,155,2410,3203
59,2692,143,67,155,2416,3203
60,2692,137,66,155,2423,3203
61,2697,128,65,155,2428,3203
62,2694,127,59,155,2438,3203
63,2698,115,58,155,2447,3203
64,2699,111,58,155,2450,3203
65,2696,108,57,155,2457,3203
66,2692,109,53,155,2464,3203
67,2684,113,50,155,2471,3203
68,2685,105,49,155,2479,3203
69,2683,103,46,155,2486,3203
70,2684,100,40,155,2494,3203
71,2679,100,39,155,2500,3203
72,2679,96,38,155,2505,3203
73,2671,100,38,155,2509,3203
74,2676,93,35,155,2514,3203
75,2672,93,35,155,2518,3203
76,2669,91,35,155,2523,3203
77,2660,94,39,155,2525,3203
78,2658,93,36,155,2531,3203
79,2652,96,35,155,2535,3203
80,2659,83,39,155,2537,3203
81,2657,83,37,155,2541,3203
82,2659,78,36,155,2545,3203
83,2660,77,33,155,2548,3203
84,2662,73,33,155,2550,3203
85,2655,73,33,155,2557,3203
86,2655,71,31,155,2561,3203
87,2654,70,28,155,2566,3203
88,2654,67,27,155,2570,3203
89,2658,60,29,155,2571,3203
90,2652,63,32,155,2571,3203
91,2651,61,33,155,2573,3203
92,2653,57,27,155,2581,3203
93,2655,53,26,155,2584,3203
94,2650,57,27,155,2584,3203
95,2647,59,26,155,2586,3203
96,2652,53,25,155,2588,3203
97,2648,57,21,155,2592,3203
98,2644,61,21,155,2592,3203
99,2644,57,22,155,2595,3203
100,2649,47,24,155,2598,3203
101,2646,48,24,155,2600,3203
102,2646,46,23,155,2603,3203
103,2642,48,21,155,2607,3203
104,2643,45,21,155,2609,3203
105,2644,42,21,155,2611,3203
106,2643,41,23,155,2611,3203
107,2646,36,22,155,2614,3203
108,2643,38,22,155,2615,3203
109,2639,38,23,155,2618,3203
110,2637,39,22,155,2620,3203
111,2636,40,22,155,2620,3203
112,2637,39,20,155,2622,3203
113,2635,39,19,155,2625,3203
114,2631,43,17,155,2627,3203
115,2634,37,18,155,2629,3203
116,2636,31,20,155,2631,3203
117,2639,28,18,155,2633,3203
