,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5675,0,8,5,5,2983
1,5675,0,8,5,5,2983
2,5069,606,8,5,5,2983
3,4605,843,235,5,5,2983
4,4193,1015,473,7,5,2983
5,3923,1058,695,12,5,2983
6,3695,1078,898,17,5,2983
7,3535,1065,1064,24,5,2983
8,3423,1037,1187,37,9,2983
9,3324,982,1327,43,17,2983
10,3278,892,1428,54,41,2983
11,3253,835,1453,62,90,2983
12,3226,771,1437,80,179,2983
13,3202,723,1354,88,326,2983
14,3166,691,1232,98,506,2983
15,3160,646,1064,108,715,2983
16,3156,604,891,116,926,2983
17,3125,593,746,119,1110,2983
18,3098,574,633,126,1262,2983
19,3077,556,548,128,1384,2983
20,3050,555,484,134,1470,2983
21,3022,538,436,135,1562,2983
22,3010,514,405,136,1628,2983
23,3003,482,377,140,1691,2983
24,2998,468,329,140,1758,2983
25,2987,456,296,145,1809,2983
26,2979,439,272,146,1857,2983
27,2970,421,265,146,1891,2983
28,2974,390,246,148,1935,2983
29,2983,365,216,150,1979,2983
30,2969,362,191,152,2019,2983
31,2952,359,176,154,2052,2983
32,2929,364,154,155,2091,2983
33,2930,347,145,155,2116,2983
34,2928,332,143,155,2135,2983
35,2914,326,145,155,2153,2983
36,2927,293,144,156,2173,2983
37,2923,285,140,156,2189,2983
38,2896,295,139,157,2206,2983
39,2890,280,148,157,2218,2983
40,2887,269,139,157,2241,2983
41,2887,259,137,157,2253,2983
42,2879,248,134,157,2275,2983
43,2882,235,127,157,2292,2983
44,2874,229,126,157,2307,2983
45,2867,223,112,158,2333,2983
46,2880,196,112,158,2347,2983
47,2872,194,107,158,2362,2983
48,2853,205,102,158,2375,2983
49,2850,193,101,158,2391,2983
50,2845,191,99,158,2400,2983
51,2844,180,93,158,2418,2983
52,2844,175,85,158,2431,2983
53,2833,180,82,158,2440,2983
54,2832,171,81,158,2451,2983
55,2821,175,78,158,2461,2983
56,2824,160,76,158,2475,2983
57,2818,152,80,158,2485,2983
58,2811,146,82,158,2496,2983
59,2807,143,79,158,2506,2983
60,2791,151,75,158,2518,2983
61,2787,151,73,158,2524,2983
62,2780,154,63,158,2538,2983
63,2782,146,60,158,2547,2983
64,2785,137,55,158,2558,2983
65,2788,129,52,158,2566,2983
66,2796,114,52,158,2573,2983
67,2801,105,49,158,2580,2983
68,2789,112,47,158,2587,2983
69,2789,106,46,158,2594,2983
70,2788,105,42,158,2600,2983
71,2785,98,46,158,2606,2983
72,2785,90,48,158,2612,2983
73,2788,82,48,158,2617,2983
74,2785,80,47,158,2623,2983
75,2782,81,45,158,2627,2983
76,2779,77,48,158,2631,2983
77,2780,75,45,158,2635,2983
78,2776,77,43,158,2639,2983
79,2779,71,42,158,2643,2983
80,2779,68,43,158,2645,2983
81,2782,63,38,158,2652,2983
82,2777,65,34,158,2659,2983
83,2778,60,35,158,2662,2983
84,2778,54,34,158,2669,2983
85,2775,55,30,159,2674,2983
86,2778,52,27,159,2677,2983
87,2768,61,27,159,2678,2983
88,2764,64,27,159,2679,2983
89,2762,64,26,159,2682,2983
90,2767,58,24,159,2685,2983
91,2763,59,23,159,2689,2983
92,2764,58,18,159,2694,2983
93,2761,58,19,159,2696,2983
94,2765,50,22,159,2697,2983
95,2768,46,22,159,2698,2983
96,2763,48,23,159,2700,2983
97,2757,52,21,159,2704,2983
98,2755,51,23,159,2705,2983
99,2754,51,23,159,2706,2983
100,2755,48,21,159,2710,2983
101,2757,46,21,159,2710,2983
102,2759,42,21,159,2712,2983
103,2756,43,22,159,2713,2983
104,2758,39,24,159,2713,2983
105,2757,39,21,159,2717,2983
106,2758,37,19,159,2720,2983
107,2754,40,15,159,2725,2983
108,2753,39,17,159,2725,2983
109,2755,36,17,159,2726,2983
110,2754,36,17,159,2727,2983
111,2756,34,17,159,2727,2983
112,2756,34,15,159,2729,2983
113,2757,33,14,159,2730,2983
114,2760,30,13,159,2731,2983
115,2756,32,14,159,2732,2983
116,2754,34,14,159,2732,2983
117,2754,34,14,159,2732,2983
118,2755,32,15,159,2732,2983
119,2754,30,17,159,2733,2983
120,2753,30,17,159,2734,2983
121,2754,29,15,159,2736,2983
122,2757,25,15,159,2737,2983
123,2755,25,16,159,2738,2983
124,2749,30,16,159,2739,2983
125,2751,27,16,159,2740,2983
126,2750,27,16,159,2741,2983
127,2748,27,17,159,2742,2983
128,2748,26,18,159,2742,2983
129,2748,26,16,159,2744,2983
130,2747,25,18,159,2744,2983
131,2747,24,16,159,2747,2983
132,2747,23,17,159,2747,2983
133,2745,24,17,159,2748,2983
134,2746,21,18,159,2749,2983
135,2744,23,17,159,2750,2983
136,2744,22,16,159,2752,2983
137,2744,22,15,159,2753,2983
138,2746,19,14,159,2755,2983
139,2751,14,13,159,2756,2983
140,2753,12,12,159,2757,2983
141,2748,17,11,159,2758,2983
