,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5343,0,8,5,5,3315
1,5343,0,8,5,5,3315
2,4716,627,8,5,5,3315
3,4289,828,234,5,5,3315
4,3925,991,432,8,5,3315
5,3676,1019,647,14,5,3315
6,3483,1030,821,20,7,3315
7,3323,1049,953,25,11,3315
8,3216,1012,1084,37,12,3315
9,3162,937,1191,48,23,3315
10,3131,885,1247,59,39,3315
11,3080,841,1290,67,83,3315
12,3063,775,1278,76,169,3315
13,3055,709,1218,85,294,3315
14,3058,651,1087,93,472,3315
15,3033,632,943,103,650,3315
16,3000,609,813,113,826,3315
17,2984,585,700,119,973,3315
18,2960,573,591,121,1116,3315
19,2930,561,518,124,1228,3315
20,2937,518,453,129,1324,3315
21,2915,510,403,132,1401,3315
22,2897,497,364,135,1468,3315
23,2890,472,330,137,1532,3315
24,2889,446,292,138,1596,3315
25,2892,410,278,139,1642,3315
26,2876,412,256,140,1677,3315
27,2884,379,243,140,1715,3315
28,2882,357,237,140,1745,3315
29,2854,370,220,141,1776,3315
30,2820,378,212,141,1810,3315
31,2804,374,197,142,1844,3315
32,2794,367,181,143,1876,3315
33,2783,351,182,144,1901,3315
34,2778,337,170,146,1930,3315
35,2778,318,164,146,1955,3315
36,2771,316,150,146,1978,3315
37,2793,281,144,146,1997,3315
38,2790,268,140,146,2017,3315
39,2772,276,130,146,2037,3315
40,2771,259,127,147,2057,3315
41,2762,251,126,147,2075,3315
42,2752,243,122,147,2097,3315
43,2746,241,120,147,2107,3315
44,2738,231,121,147,2124,3315
45,2740,219,114,147,2141,3315
46,2731,210,118,148,2154,3315
47,2722,209,109,148,2173,3315
48,2715,210,103,148,2185,3315
49,2705,213,99,148,2196,3315
50,2702,208,95,148,2208,3315
51,2701,201,94,149,2216,3315
52,2700,191,91,149,2230,3315
53,2707,175,91,149,2239,3315
54,2699,175,80,150,2257,3315
55,2694,172,73,150,2272,3315
56,2688,175,68,151,2279,3315
57,2696,164,64,151,2286,3315
58,2708,149,54,151,2299,3315
59,2705,148,47,151,2310,3315
60,2699,146,46,151,2319,3315
61,2687,150,47,151,2326,3315
62,2688,143,45,151,2334,3315
63,2679,146,46,151,2339,3315
64,2680,139,48,151,2343,3315
65,2665,150,47,151,2348,3315
66,2669,142,43,151,2356,3315
67,2663,139,49,151,2359,3315
68,2667,130,51,151,2362,3315
69,2672,113,56,151,2369,3315
70,2680,104,50,151,2376,3315
71,2673,108,49,151,2380,3315
72,2668,108,46,151,2388,3315
73,2670,98,47,151,2395,3315
74,2671,94,44,151,2401,3315
75,2670,91,40,151,2409,3315
76,2671,89,39,151,2411,3315
77,2664,93,37,151,2416,3315
78,2662,91,35,151,2422,3315
79,2663,89,32,151,2426,3315
80,2663,88,30,151,2429,3315
81,2653,94,30,151,2433,3315
82,2651,93,28,151,2438,3315
83,2648,91,32,151,2439,3315
84,2648,88,30,151,2444,3315
85,2652,83,29,151,2446,3315
