,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5411,0,8,5,5,3247
1,5411,0,8,5,5,3247
2,4805,606,8,5,5,3247
3,4315,881,223,5,5,3247
4,3956,1002,459,7,5,3247
5,3719,1027,668,10,5,3247
6,3507,1055,848,14,5,3247
7,3371,1019,1010,21,8,3247
8,3246,1026,1116,29,12,3247
9,3208,957,1197,39,28,3247
10,3174,882,1273,46,54,3247
11,3148,832,1271,62,116,3247
12,3125,774,1264,72,194,3247
13,3135,695,1202,81,316,3247
14,3085,689,1076,93,486,3247
15,3062,658,934,101,674,3247
16,3035,637,772,105,880,3247
17,3034,584,675,108,1028,3247
18,3006,570,582,112,1159,3247
19,2993,534,506,117,1279,3247
20,2986,514,443,117,1369,3247
21,2970,498,402,118,1441,3247
22,2949,496,360,121,1503,3247
23,2953,467,328,123,1558,3247
24,2931,467,297,123,1611,3247
25,2910,463,274,123,1659,3247
26,2903,442,265,124,1695,3247
27,2899,423,242,128,1737,3247
28,2883,409,229,129,1779,3247
29,2885,385,204,129,1826,3247
30,2875,372,196,130,1856,3247
31,2875,356,179,132,1887,3247
32,2873,339,173,132,1912,3247
33,2860,334,168,133,1934,3247
34,2848,326,162,133,1960,3247
35,2839,320,156,133,1981,3247
36,2841,307,151,133,1997,3247
37,2845,289,144,133,2018,3247
38,2847,267,136,133,2046,3247
39,2828,271,123,133,2074,3247
40,2829,247,128,133,2092,3247
41,2821,249,121,134,2104,3247
42,2803,259,114,134,2119,3247
43,2798,254,112,134,2131,3247
44,2794,247,103,136,2149,3247
45,2786,246,97,136,2164,3247
46,2775,237,104,139,2174,3247
47,2773,228,99,139,2190,3247
48,2781,212,95,139,2202,3247
49,2788,199,86,139,2217,3247
50,2780,192,94,139,2224,3247
51,2771,197,90,139,2232,3247
52,2774,184,88,139,2244,3247
53,2775,172,82,139,2261,3247
54,2767,179,76,139,2268,3247
55,2767,176,65,139,2282,3247
56,2771,163,64,139,2292,3247
57,2767,156,65,139,2302,3247
58,2762,153,64,139,2311,3247
59,2756,152,66,139,2316,3247
60,2758,145,66,139,2321,3247
61,2761,138,63,139,2328,3247
62,2759,133,62,139,2336,3247
63,2749,138,57,140,2345,3247
64,2748,132,59,140,2350,3247
65,2750,127,53,140,2359,3247
66,2752,117,50,140,2370,3247
67,2745,117,53,140,2374,3247
68,2741,117,53,140,2378,3247
69,2739,117,54,140,2379,3247
70,2731,123,51,140,2384,3247
71,2735,111,48,140,2395,3247
72,2737,100,54,140,2398,3247
73,2735,97,52,140,2405,3247
74,2728,100,49,140,2412,3247
75,2724,102,42,140,2421,3247
76,2729,92,38,140,2430,3247
77,2735,82,38,140,2434,3247
78,2736,78,37,140,2438,3247
79,2730,79,37,140,2443,3247
80,2722,83,37,140,2447,3247
81,2725,75,41,140,2448,3247
82,2722,76,38,140,2453,3247
83,2721,72,39,140,2457,3247
84,2720,72,38,140,2459,3247
85,2714,75,37,140,2463,3247
86,2713,71,34,140,2471,3247
87,2710,71,34,140,2474,3247
88,2713,63,33,140,2480,3247
89,2711,61,35,140,2482,3247
90,2709,63,31,140,2486,3247
91,2711,57,31,140,2490,3247
92,2706,61,31,140,2491,3247
93,2703,60,30,140,2496,3247
94,2704,58,27,140,2500,3247
95,2703,58,25,140,2503,3247
96,2703,58,21,140,2507,3247
97,2711,50,16,140,2512,3247
98,2707,53,15,140,2514,3247
99,2712,45,18,140,2514,3247
100,2709,45,21,140,2514,3247
101,2706,45,20,140,2518,3247
102,2705,44,19,140,2521,3247
103,2705,43,18,140,2523,3247
104,2702,45,18,140,2524,3247
105,2700,45,20,140,2524,3247
106,2704,40,19,140,2526,3247
107,2702,39,22,140,2526,3247
108,2704,35,23,140,2527,3247
109,2703,35,20,140,2531,3247
110,2697,41,17,140,2534,3247
111,2699,37,16,140,2537,3247
112,2695,41,15,140,2538,3247
113,2699,37,14,140,2539,3247
114,2698,36,14,140,2541,3247
115,2698,35,14,140,2542,3247
116,2699,32,16,140,2542,3247
117,2699,31,15,140,2544,3247
118,2698,29,17,140,2545,3247
119,2699,28,14,140,2548,3247
120,2698,28,13,140,2550,3247
121,2698,27,14,140,2550,3247
122,2698,27,13,140,2551,3247
123,2693,32,11,140,2553,3247
124,2695,30,11,140,2553,3247
125,2694,29,13,140,2553,3247
126,2696,25,15,140,2553,3247
127,2695,26,14,140,2554,3247
128,2692,28,13,140,2556,3247
129,2691,28,14,140,2556,3247
130,2694,24,15,140,2556,3247
131,2695,22,14,140,2558,3247
132,2697,17,17,140,2558,3247
133,2695,19,17,140,2558,3247
134,2696,18,17,140,2558,3247
135,2694,18,19,140,2558,3247
136,2693,17,18,140,2561,3247
137,2693,17,17,140,2562,3247
138,2692,18,17,140,2562,3247
139,2690,20,14,140,2565,3247
140,2687,22,14,140,2566,3247
141,2688,21,14,140,2566,3247
142,2685,24,14,140,2566,3247
143,2684,24,14,140,2567,3247
144,2684,23,14,140,2568,3247
145,2685,20,15,140,2569,3247
146,2684,21,14,140,2570,3247
147,2683,18,17,140,2571,3247
148,2684,16,18,140,2571,3247
149,2685,15,17,140,2572,3247
150,2685,14,16,140,2574,3247
151,2685,13,15,140,2576,3247
152,2684,14,14,140,2577,3247
153,2686,11,14,140,2578,3247
154,2685,11,13,140,2580,3247
155,2687,9,11,140,2582,3247
156,2687,7,13,140,2582,3247
157,2686,8,12,140,2583,3247
158,2687,7,12,140,2583,3247
159,2686,8,12,140,2583,3247
160,2685,9,11,140,2584,3247
161,2684,9,12,140,2584,3247
162,2684,9,12,140,2584,3247
163,2685,7,12,140,2585,3247
164,2684,7,13,140,2585,3247
165,2683,8,11,140,2587,3247
166,2683,7,12,140,2587,3247
167,2685,4,12,140,2588,3247
168,2685,4,12,140,2588,3247
169,2683,6,12,140,2588,3247
170,2682,7,11,140,2589,3247
171,2681,8,11,140,2589,3247
172,2680,9,11,140,2589,3247
173,2680,7,12,140,2590,3247
174,2680,7,11,140,2591,3247
175,2680,6,11,140,2592,3247
176,2679,7,11,140,2592,3247
177,2681,4,12,140,2592,3247
178,2681,4,12,140,2592,3247
179,2681,3,13,140,2592,3247
180,2680,4,12,140,2593,3247
181,2680,4,10,140,2595,3247
182,2680,4,10,140,2595,3247
183,2681,3,10,140,2595,3247
184,2682,2,9,140,2596,3247
185,2681,3,9,140,2596,3247
186,2681,3,9,140,2596,3247
187,2681,3,9,140,2596,3247
188,2681,3,9,140,2596,3247
