,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5421,0,8,5,5,3237
1,5421,0,8,5,5,3237
2,4833,588,8,5,5,3237
3,4380,816,233,5,5,3237
4,4036,948,444,6,5,3237
5,3782,1003,638,11,5,3237
6,3583,1027,803,20,6,3237
7,3427,1010,962,32,8,3237
8,3337,971,1083,37,11,3237
9,3267,927,1175,49,21,3237
10,3219,869,1247,65,39,3237
11,3186,801,1290,77,85,3237
12,3175,740,1273,86,165,3237
13,3148,691,1198,100,302,3237
14,3116,664,1091,107,461,3237
15,3086,640,933,117,663,3237
16,3073,609,780,123,854,3237
17,3040,595,685,128,991,3237
18,3028,568,582,132,1129,3237
19,3009,554,499,136,1241,3237
20,2996,531,445,139,1328,3237
21,2975,522,390,144,1408,3237
22,2964,492,361,147,1475,3237
23,2947,477,341,147,1527,3237
24,2931,463,306,148,1591,3237
25,2925,438,287,149,1640,3237
26,2910,425,277,151,1676,3237
27,2902,405,265,152,1715,3237
28,2902,383,250,155,1749,3237
29,2900,366,227,158,1788,3237
30,2904,344,197,160,1834,3237
31,2885,349,176,160,1869,3237
32,2882,339,168,163,1887,3237
33,2868,337,158,163,1913,3237
34,2869,320,148,163,1939,3237
35,2875,291,150,163,1960,3237
36,2882,272,150,163,1972,3237
37,2873,271,129,164,2002,3237
38,2846,284,127,164,2018,3237
39,2841,277,124,165,2032,3237
40,2836,271,116,166,2050,3237
41,2836,253,118,166,2066,3237
42,2838,239,114,167,2081,3237
43,2828,238,109,167,2097,3237
44,2817,233,111,167,2111,3237
45,2808,232,111,167,2121,3237
46,2815,218,107,167,2132,3237
47,2815,211,97,167,2149,3237
48,2807,208,96,167,2161,3237
49,2812,195,90,167,2175,3237
50,2813,184,87,167,2188,3237
51,2805,185,76,167,2206,3237
52,2811,173,70,167,2218,3237
53,2807,169,74,167,2222,3237
54,2792,179,66,167,2235,3237
55,2784,181,58,167,2249,3237
56,2784,177,54,167,2257,3237
57,2775,180,51,167,2266,3237
58,2789,158,50,167,2275,3237
59,2786,159,49,167,2278,3237
60,2788,151,49,167,2284,3237
61,2786,143,57,167,2286,3237
62,2776,147,55,167,2294,3237
63,2773,140,59,167,2300,3237
64,2767,140,59,167,2306,3237
65,2761,142,52,167,2317,3237
66,2754,146,47,167,2325,3237
67,2761,135,49,167,2327,3237
68,2759,128,53,167,2332,3237
69,2750,134,50,167,2338,3237
70,2751,125,51,168,2344,3237
71,2749,121,50,168,2351,3237
72,2749,117,50,168,2355,3237
73,2750,108,54,168,2359,3237
74,2754,102,49,168,2366,3237
75,2751,101,48,168,2371,3237
76,2752,95,44,168,2380,3237
77,2747,94,47,168,2383,3237
78,2745,91,49,168,2386,3237
79,2743,88,46,168,2394,3237
80,2736,90,48,168,2397,3237
81,2726,96,46,168,2403,3237
82,2728,92,44,168,2407,3237
83,2731,83,45,168,2412,3237
84,2735,78,40,168,2418,3237
85,2737,75,38,168,2421,3237
86,2729,80,37,168,2425,3237
87,2729,77,34,168,2431,3237
88,2723,78,34,168,2436,3237
89,2722,74,38,168,2437,3237
90,2720,76,37,168,2438,3237
91,2720,72,36,168,2443,3237
92,2721,64,39,168,2447,3237
93,2721,61,36,168,2453,3237
94,2720,60,30,168,2461,3237
95,2715,60,32,168,2464,3237
96,2719,55,29,168,2468,3237
97,2713,58,30,168,2470,3237
98,2709,59,30,168,2473,3237
99,2709,57,29,168,2476,3237
100,2711,53,28,168,2479,3237
101,2708,54,25,168,2484,3237
102,2712,49,23,168,2487,3237
103,2711,49,23,168,2488,3237
104,2710,48,24,168,2489,3237
105,2711,45,24,168,2491,3237
106,2714,41,21,168,2495,3237
107,2707,45,22,168,2497,3237
108,2703,47,23,168,2498,3237
