,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5367,0,8,5,5,3291
1,5367,0,8,5,5,3291
2,4734,633,8,5,5,3291
3,4271,870,234,5,5,3291
4,3922,1007,445,6,5,3291
5,3659,1073,640,8,5,3291
6,3449,1118,797,16,5,3291
7,3329,1081,940,27,8,3291
8,3218,1067,1052,35,13,3291
9,3146,1003,1165,51,20,3291
10,3129,910,1236,61,49,3291
11,3086,873,1265,71,90,3291
12,3044,837,1254,83,167,3291
13,3045,762,1197,93,288,3291
14,3047,696,1094,100,448,3291
15,3014,679,955,107,630,3291
16,2992,637,813,113,830,3291
17,2972,610,701,116,986,3291
18,2951,592,600,120,1122,3291
19,2905,592,533,123,1232,3291
20,2893,569,466,127,1330,3291
21,2888,547,415,133,1402,3291
22,2877,525,381,134,1468,3291
23,2870,493,359,136,1527,3291
24,2866,466,331,138,1584,3291
25,2843,460,312,141,1629,3291
26,2833,444,290,143,1675,3291
27,2830,426,267,147,1715,3291
28,2815,420,252,149,1749,3291
29,2810,394,228,151,1802,3291
30,2784,408,205,152,1836,3291
31,2781,391,191,152,1870,3291
32,2769,388,171,153,1904,3291
33,2766,379,161,153,1926,3291
34,2773,349,159,155,1949,3291
35,2754,356,142,156,1977,3291
36,2769,327,136,156,1997,3291
37,2769,311,134,156,2015,3291
38,2765,291,135,157,2037,3291
39,2748,299,128,158,2052,3291
40,2747,285,131,159,2063,3291
41,2739,273,131,160,2082,3291
42,2735,269,124,161,2096,3291
43,2722,269,123,161,2110,3291
44,2712,261,125,161,2126,3291
45,2700,267,113,161,2144,3291
46,2706,244,116,161,2158,3291
47,2694,247,101,161,2182,3291
48,2693,238,101,162,2191,3291
49,2701,220,96,162,2206,3291
50,2700,214,92,162,2217,3291
51,2706,199,90,162,2228,3291
52,2707,191,82,163,2242,3291
53,2704,187,76,163,2255,3291
54,2690,194,72,163,2266,3291
55,2699,179,69,163,2275,3291
56,2703,167,67,163,2285,3291
57,2688,175,64,163,2295,3291
58,2681,170,70,163,2301,3291
59,2666,179,69,163,2308,3291
60,2667,171,68,163,2316,3291
61,2663,168,67,164,2323,3291
62,2660,159,72,164,2330,3291
63,2670,142,69,164,2340,3291
64,2660,147,63,164,2351,3291
65,2660,140,64,164,2357,3291
66,2657,134,64,164,2366,3291
67,2649,136,62,164,2374,3291
68,2650,128,59,164,2384,3291
69,2650,121,59,164,2391,3291
70,2648,120,52,164,2401,3291
71,2642,122,54,164,2403,3291
72,2642,117,45,164,2417,3291
73,2638,112,50,164,2421,3291
74,2634,112,48,164,2427,3291
75,2633,106,50,164,2432,3291
76,2632,99,52,164,2438,3291
77,2634,92,51,164,2444,3291
78,2629,93,50,164,2449,3291
79,2630,83,55,164,2453,3291
80,2631,80,48,165,2461,3291
81,2635,74,47,165,2464,3291
82,2628,80,37,165,2475,3291
83,2627,78,38,165,2477,3291
84,2627,75,37,165,2481,3291
85,2620,79,34,165,2487,3291
86,2625,73,28,165,2494,3291
87,2628,67,28,165,2497,3291
88,2624,71,26,165,2499,3291
89,2617,77,23,165,2503,3291
90,2616,73,27,165,2504,3291
91,2616,71,27,165,2506,3291
92,2614,72,24,165,2510,3291
93,2613,67,24,165,2516,3291
94,2611,65,25,165,2519,3291
95,2612,60,28,165,2520,3291
96,2613,57,29,165,2521,3291
97,2617,51,28,165,2524,3291
98,2620,46,29,165,2525,3291
99,2618,47,29,165,2526,3291
100,2614,49,28,165,2529,3291
101,2612,48,28,165,2532,3291
102,2611,49,25,165,2535,3291
103,2614,41,25,165,2540,3291
104,2613,41,25,165,2541,3291
105,2610,43,23,165,2544,3291
106,2610,43,19,165,2548,3291
107,2609,42,17,165,2552,3291
108,2607,42,19,165,2552,3291
109,2605,44,18,165,2553,3291
110,2605,41,19,165,2555,3291
111,2605,41,18,165,2556,3291
112,2601,42,20,165,2557,3291
113,2598,44,19,165,2559,3291
114,2600,39,21,165,2560,3291
115,2605,32,22,165,2561,3291
116,2606,28,25,165,2561,3291
117,2604,29,25,165,2562,3291
118,2603,28,24,165,2565,3291
119,2604,26,22,165,2568,3291
120,2603,26,21,165,2570,3291
121,2596,33,18,165,2573,3291
122,2599,30,15,165,2576,3291
123,2598,30,13,165,2579,3291
124,2595,33,13,165,2579,3291
125,2594,33,13,165,2580,3291
126,2595,29,15,165,2581,3291
127,2599,24,14,165,2583,3291
