,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5779,0,8,5,5,2879
1,5779,0,8,5,5,2879
2,5128,651,8,5,5,2879
3,4645,907,235,5,5,2879
4,4297,1008,481,6,5,2879
5,4015,1075,688,12,7,2879
6,3816,1067,887,19,8,2879
7,3655,1070,1031,29,12,2879
8,3526,1057,1158,35,21,2879
9,3434,997,1289,46,31,2879
10,3369,946,1374,65,43,2879
11,3347,880,1392,78,100,2879
12,3351,786,1383,90,187,2879
13,3317,761,1286,106,327,2879
14,3299,714,1155,116,513,2879
15,3278,670,1031,126,692,2879
16,3256,644,893,131,873,2879
17,3224,627,743,137,1066,2879
18,3203,595,646,142,1211,2879
19,3174,591,560,147,1325,2879
20,3151,575,501,151,1419,2879
21,3128,557,450,153,1509,2879
22,3128,518,413,157,1581,2879
23,3135,474,383,161,1644,2879
24,3118,468,350,165,1696,2879
25,3131,431,313,166,1756,2879
26,3102,441,288,167,1799,2879
27,3079,444,258,169,1847,2879
28,3068,428,246,170,1885,2879
29,3069,402,234,171,1921,2879
30,3063,382,216,171,1965,2879
31,3034,391,207,171,1994,2879
32,3035,374,197,172,2019,2879
33,3022,361,193,172,2049,2879
34,3030,337,184,172,2074,2879
35,3026,326,178,172,2095,2879
36,3013,320,174,172,2118,2879
37,3006,315,161,172,2143,2879
38,2988,310,156,174,2169,2879
39,2994,285,151,175,2192,2879
40,2985,278,145,175,2214,2879
41,2986,266,136,175,2234,2879
42,2970,264,135,175,2253,2879
43,2965,258,131,175,2268,2879
44,2966,243,131,175,2282,2879
45,2964,229,131,176,2297,2879
46,2954,224,129,176,2314,2879
47,2941,231,117,176,2332,2879
48,2945,216,111,176,2349,2879
49,2936,212,108,176,2365,2879
50,2944,192,97,176,2388,2879
51,2944,180,97,176,2400,2879
52,2928,186,92,177,2414,2879
53,2923,184,84,177,2429,2879
54,2915,183,81,177,2441,2879
55,2907,184,76,177,2453,2879
56,2907,179,72,177,2462,2879
57,2904,174,68,177,2474,2879
58,2901,168,69,177,2482,2879
59,2907,158,61,177,2494,2879
60,2908,149,63,177,2500,2879
61,2901,148,65,177,2506,2879
62,2900,143,67,177,2510,2879
63,2886,152,54,177,2528,2879
64,2890,136,62,177,2532,2879
65,2890,129,61,177,2540,2879
66,2886,125,62,177,2547,2879
67,2880,122,64,177,2554,2879
68,2877,123,59,177,2561,2879
69,2881,116,53,177,2570,2879
70,2881,114,47,177,2578,2879
71,2874,118,45,177,2583,2879
72,2876,110,47,177,2587,2879
73,2872,110,48,177,2590,2879
74,2877,97,49,177,2597,2879
75,2878,91,46,177,2605,2879
76,2876,89,42,177,2613,2879
77,2866,96,40,177,2618,2879
78,2864,95,36,177,2625,2879
79,2868,88,35,177,2629,2879
80,2873,78,39,177,2630,2879
81,2868,81,39,177,2632,2879
82,2864,79,43,177,2634,2879
83,2860,80,40,177,2640,2879
84,2861,77,39,177,2643,2879
85,2864,71,37,177,2648,2879
86,2866,64,37,177,2653,2879
87,2862,66,35,177,2657,2879
88,2858,65,37,177,2660,2879
89,2857,60,41,177,2662,2879
90,2857,60,35,177,2668,2879
91,2851,63,33,177,2673,2879
92,2844,66,34,177,2676,2879
93,2847,59,34,177,2680,2879
94,2851,54,32,177,2683,2879
95,2852,51,31,177,2686,2879
96,2852,50,28,177,2690,2879
97,2847,52,29,177,2692,2879
98,2847,50,28,177,2695,2879
99,2847,45,29,177,2699,2879
100,2849,39,30,177,2702,2879
101,2850,36,31,177,2703,2879
102,2849,37,26,177,2708,2879
103,2852,33,24,177,2711,2879
104,2852,30,25,177,2713,2879
105,2848,33,22,177,2717,2879
106,2842,38,22,177,2718,2879
107,2841,35,23,177,2721,2879
108,2839,34,23,177,2724,2879
109,2841,31,18,177,2730,2879
110,2839,33,18,177,2730,2879
111,2841,30,18,177,2731,2879
112,2841,28,18,177,2733,2879
113,2835,34,15,177,2736,2879
114,2834,33,17,177,2736,2879
115,2833,32,17,177,2738,2879
116,2833,31,18,177,2738,2879
117,2835,27,18,177,2740,2879
118,2835,25,18,177,2742,2879
119,2834,26,16,177,2744,2879
120,2832,27,16,177,2745,2879
121,2832,24,18,177,2746,2879
122,2835,21,17,177,2747,2879
123,2838,16,18,177,2748,2879
124,2838,15,18,177,2749,2879
125,2836,16,18,177,2750,2879
126,2829,23,16,177,2752,2879
127,2829,20,16,177,2755,2879
128,2829,19,17,177,2755,2879
129,2832,16,17,177,2755,2879
130,2833,14,17,177,2756,2879
131,2833,13,18,177,2756,2879
132,2833,13,17,177,2757,2879
133,2833,13,15,177,2759,2879
134,2832,14,15,177,2759,2879
135,2831,14,14,177,2761,2879
136,2831,13,14,177,2762,2879
137,2830,14,13,177,2763,2879
138,2830,14,11,177,2765,2879
139,2829,15,9,177,2767,2879
140,2829,15,8,177,2768,2879
141,2832,12,8,177,2768,2879
142,2831,12,9,177,2768,2879
143,2833,10,9,177,2768,2879
144,2830,10,12,177,2768,2879
145,2831,9,12,177,2768,2879
146,2829,11,12,177,2768,2879
147,2829,11,12,177,2768,2879
148,2828,12,11,177,2769,2879
149,2826,14,11,177,2769,2879
150,2827,11,13,177,2769,2879
151,2825,12,14,177,2769,2879
152,2825,11,15,177,2769,2879
153,2825,11,13,177,2771,2879
154,2825,10,14,177,2771,2879
155,2825,9,14,177,2772,2879
156,2825,8,14,177,2773,2879
157,2824,9,14,177,2773,2879
158,2824,9,14,177,2773,2879
159,2826,7,14,177,2773,2879
160,2825,7,14,177,2774,2879
161,2825,7,13,177,2775,2879
162,2825,7,13,177,2775,2879
163,2825,7,11,177,2777,2879
164,2825,7,9,177,2779,2879
165,2826,6,9,177,2779,2879
166,2825,7,9,177,2779,2879
167,2826,6,8,177,2780,2879
168,2825,7,8,177,2780,2879
169,2827,5,8,177,2780,2879
170,2827,5,8,177,2780,2879
171,2826,6,8,177,2780,2879
172,2826,6,8,177,2780,2879
173,2828,3,9,177,2780,2879
174,2826,5,9,177,2780,2879
175,2825,6,9,177,2780,2879
176,2826,5,9,177,2780,2879
177,2825,6,9,177,2780,2879
178,2825,6,9,177,2780,2879
179,2826,4,10,177,2780,2879
180,2827,3,10,177,2780,2879
181,2826,4,10,177,2780,2879
182,2827,2,11,177,2780,2879
183,2826,3,11,177,2780,2879
184,2826,3,11,177,2780,2879
185,2825,4,11,177,2780,2879
186,2826,3,11,177,2780,2879
187,2825,4,10,177,2781,2879
188,2825,4,9,177,2782,2879
189,2823,6,8,177,2783,2879
190,2824,4,9,177,2783,2879
191,2824,4,9,177,2783,2879
192,2824,4,9,177,2783,2879
193,2824,4,9,177,2783,2879
194,2824,4,9,177,2783,2879
195,2825,3,9,177,2783,2879
196,2825,3,9,177,2783,2879
197,2825,3,9,177,2783,2879
198,2825,3,9,177,2783,2879
199,2825,3,8,177,2784,2879
200,2825,2,9,177,2784,2879
201,2824,3,9,177,2784,2879
202,2824,3,9,177,2784,2879
203,2824,3,9,177,2784,2879
204,2824,3,9,177,2784,2879
