,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5423,0,8,5,5,3235
1,5423,0,8,5,5,3235
2,4828,595,8,5,5,3235
3,4371,841,219,5,5,3235
4,4016,997,415,8,5,3235
5,3734,1064,625,13,5,3235
6,3532,1070,817,17,5,3235
7,3407,1044,960,24,6,3235
8,3285,1039,1073,37,7,3235
9,3194,1009,1172,48,18,3235
10,3157,943,1240,56,45,3235
11,3161,839,1288,63,90,3235
12,3142,788,1262,70,179,3235
13,3125,733,1198,82,303,3235
14,3074,715,1100,97,455,3235
15,3045,686,968,108,634,3235
16,3019,656,821,116,829,3235
17,3006,629,694,122,990,3235
18,2985,599,602,132,1123,3235
19,2955,588,536,133,1229,3235
20,2937,569,463,135,1337,3235
21,2911,558,428,136,1408,3235
22,2894,533,406,141,1467,3235
23,2879,516,363,147,1536,3235
24,2871,496,337,147,1590,3235
25,2856,489,304,147,1645,3235
26,2854,469,275,148,1695,3235
27,2861,438,259,150,1733,3235
28,2859,415,244,150,1773,3235
29,2859,402,205,151,1824,3235
30,2846,393,188,153,1861,3235
31,2843,376,175,153,1894,3235
32,2821,386,159,155,1920,3235
33,2810,381,149,155,1946,3235
34,2808,364,151,155,1963,3235
35,2803,347,151,157,1983,3235
36,2804,329,154,157,1997,3235
37,2787,332,149,158,2015,3235
38,2774,327,143,158,2039,3235
39,2776,308,143,158,2056,3235
40,2761,311,141,159,2069,3235
41,2747,305,143,159,2087,3235
42,2758,284,128,160,2111,3235
43,2750,281,121,160,2129,3235
44,2755,256,122,160,2148,3235
45,2749,244,125,160,2163,3235
46,2736,241,123,160,2181,3235
47,2744,225,119,160,2193,3235
48,2747,212,116,160,2206,3235
49,2743,205,114,160,2219,3235
50,2729,209,104,160,2239,3235
51,2732,190,99,160,2260,3235
52,2725,186,100,160,2270,3235
53,2711,190,99,160,2281,3235
54,2708,188,91,160,2294,3235
55,2704,185,83,160,2309,3235
56,2705,173,79,160,2324,3235
57,2704,168,73,160,2336,3235
58,2706,160,71,160,2344,3235
59,2691,167,68,160,2355,3235
60,2681,170,63,160,2367,3235
61,2683,159,64,160,2375,3235
62,2683,154,65,160,2379,3235
63,2690,143,62,160,2386,3235
64,2693,133,64,160,2391,3235
65,2687,132,62,160,2400,3235
66,2690,125,57,160,2409,3235
67,2691,118,53,160,2419,3235
68,2679,126,51,160,2425,3235
69,2685,114,51,160,2431,3235
70,2691,102,49,160,2439,3235
71,2682,107,46,160,2446,3235
72,2677,109,41,160,2454,3235
73,2671,111,44,160,2455,3235
74,2662,117,43,160,2459,3235
75,2661,112,39,160,2469,3235
76,2658,115,36,160,2472,3235
77,2659,110,33,160,2479,3235
78,2662,103,36,160,2480,3235
79,2665,97,37,160,2482,3235
80,2664,94,37,160,2486,3235
81,2663,88,38,160,2492,3235
82,2657,89,38,160,2497,3235
83,2656,90,34,160,2501,3235
84,2652,91,37,160,2501,3235
85,2655,84,37,160,2505,3235
86,2654,82,37,160,2508,3235
87,2650,82,31,160,2518,3235
88,2648,82,32,160,2519,3235
89,2647,73,39,160,2522,3235
90,2646,73,37,160,2525,3235
91,2643,73,35,160,2530,3235
92,2643,70,34,160,2534,3235
93,2642,69,32,160,2538,3235
94,2644,64,32,160,2541,3235
95,2645,61,31,160,2544,3235
96,2642,62,28,160,2549,3235
97,2639,61,27,160,2554,3235
98,2639,60,26,160,2556,3235
99,2638,61,22,160,2560,3235
100,2640,58,21,160,2562,3235
101,2641,56,17,160,2567,3235
102,2644,50,19,160,2568,3235
103,2633,60,19,160,2569,3235
104,2634,56,21,160,2570,3235
105,2640,47,22,160,2572,3235
106,2640,44,24,160,2573,3235
107,2638,44,22,160,2577,3235
108,2635,46,22,160,2578,3235
109,2634,45,24,160,2578,3235
110,2629,49,25,160,2578,3235
111,2627,48,24,160,2582,3235
112,2632,42,24,160,2583,3235
113,2632,39,26,160,2584,3235
114,2623,46,26,160,2586,3235
115,2627,41,22,160,2591,3235
116,2628,39,20,160,2594,3235
117,2627,38,20,160,2596,3235
118,2626,38,19,160,2598,3235
119,2628,34,19,160,2600,3235
120,2632,28,21,160,2600,3235
121,2634,26,19,160,2602,3235
122,2634,25,19,160,2603,3235
123,2635,23,17,160,2606,3235
124,2634,23,17,160,2607,3235
125,2630,27,15,160,2609,3235
126,2627,30,14,160,2610,3235
127,2628,27,15,160,2611,3235
128,2628,25,15,160,2613,3235
129,2624,29,14,160,2614,3235
130,2621,30,15,160,2615,3235
131,2620,31,14,160,2616,3235
132,2620,29,16,160,2616,3235
133,2623,25,16,160,2617,3235
134,2622,26,16,160,2617,3235
135,2620,26,18,160,2617,3235
136,2623,22,19,160,2617,3235
137,2619,26,17,160,2619,3235
138,2622,22,18,160,2619,3235
139,2624,20,15,160,2622,3235
140,2622,20,16,160,2623,3235
141,2619,23,14,160,2625,3235
142,2621,20,13,160,2627,3235
143,2621,20,11,160,2629,3235
144,2619,22,11,160,2629,3235
145,2619,21,12,160,2629,3235
146,2620,18,14,160,2629,3235
147,2621,17,14,160,2629,3235
148,2622,16,14,160,2629,3235
149,2619,19,14,160,2629,3235
150,2618,19,14,160,2630,3235
151,2618,18,14,160,2631,3235
152,2618,17,15,160,2631,3235
153,2620,14,15,160,2632,3235
154,2619,15,13,160,2634,3235
155,2618,16,11,160,2636,3235
156,2620,13,12,160,2636,3235
157,2619,14,12,160,2636,3235
158,2620,11,14,160,2636,3235
159,2617,13,14,160,2637,3235
160,2616,13,15,160,2637,3235
161,2617,12,14,160,2638,3235
162,2620,9,13,160,2639,3235
163,2616,13,13,160,2639,3235
164,2615,14,12,160,2640,3235
165,2617,12,12,160,2640,3235
166,2619,10,12,160,2640,3235
167,2621,7,12,160,2641,3235
168,2620,8,9,160,2644,3235
169,2620,7,9,160,2645,3235
170,2620,6,9,160,2646,3235
171,2620,5,10,160,2646,3235
172,2619,5,11,160,2646,3235
173,2619,5,11,160,2646,3235
174,2617,7,11,160,2646,3235
175,2617,7,11,160,2646,3235
176,2612,12,11,160,2646,3235
177,2612,12,11,160,2646,3235
178,2612,12,10,160,2647,3235
179,2612,11,11,160,2647,3235
180,2612,10,12,160,2647,3235
181,2612,9,13,160,2647,3235
182,2613,7,14,160,2647,3235
183,2615,5,12,160,2649,3235
184,2614,6,11,160,2650,3235
185,2614,6,10,160,2651,3235
186,2615,5,10,160,2651,3235
187,2614,6,9,160,2652,3235
188,2614,6,9,160,2652,3235
189,2613,7,9,160,2652,3235
190,2613,6,10,160,2652,3235
191,2612,7,10,160,2652,3235
192,2612,7,9,160,2653,3235
193,2614,5,9,160,2653,3235
194,2615,3,10,160,2653,3235
195,2615,3,10,160,2653,3235
196,2616,2,10,160,2653,3235
197,2614,4,10,160,2653,3235
198,2612,6,9,160,2654,3235
199,2612,6,9,160,2654,3235
200,2612,6,9,160,2654,3235
201,2611,7,9,160,2654,3235
202,2612,5,10,160,2654,3235
203,2613,4,10,160,2654,3235
204,2613,4,10,160,2654,3235
205,2615,2,10,160,2654,3235
206,2614,3,9,160,2655,3235
207,2614,3,9,160,2655,3235
208,2616,1,9,160,2655,3235
209,2615,2,9,160,2655,3235
210,2615,2,9,160,2655,3235
211,2615,2,9,160,2655,3235
212,2614,3,8,160,2656,3235
213,2614,3,8,160,2656,3235
214,2613,4,8,160,2656,3235
215,2614,3,8,160,2656,3235
216,2613,4,8,160,2656,3235
217,2613,4,8,160,2656,3235
218,2613,4,8,160,2656,3235
219,2614,3,8,160,2656,3235
220,2614,3,8,160,2656,3235
221,2614,3,8,160,2656,3235
222,2614,3,8,160,2656,3235
