,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,6129,0,8,5,5,2529
1,6129,0,8,5,5,2529
2,5454,675,8,5,5,2529
3,4933,958,246,5,5,2529
4,4544,1090,495,13,5,2529
5,4242,1168,710,22,5,2529
6,4009,1165,936,32,5,2529
7,3828,1155,1116,41,7,2529
8,3722,1086,1267,56,16,2529
9,3663,1012,1383,63,26,2529
10,3598,986,1418,78,67,2529
11,3553,918,1467,91,118,2529
12,3516,865,1440,98,228,2529
13,3499,796,1380,108,364,2529
14,3476,754,1251,120,546,2529
15,3426,739,1076,130,776,2529
16,3406,711,918,139,973,2529
17,3410,659,775,148,1155,2529
18,3385,631,668,154,1309,2529
19,3359,613,572,158,1445,2529
20,3350,582,516,162,1537,2529
21,3334,558,464,164,1627,2529
22,3308,557,410,167,1705,2529
23,3291,533,376,169,1778,2529
24,3284,502,346,173,1842,2529
25,3264,499,324,175,1885,2529
26,3254,473,308,179,1933,2529
27,3238,457,284,181,1987,2529
28,3221,448,271,183,2024,2529
29,3208,434,253,189,2063,2529
30,3190,430,240,190,2097,2529
31,3189,409,233,191,2125,2529
32,3169,415,216,192,2155,2529
33,3171,395,203,194,2184,2529
34,3154,389,195,195,2214,2529
35,3158,360,193,195,2241,2529
36,3157,341,180,195,2274,2529
37,3146,338,169,195,2299,2529
38,3160,313,154,195,2325,2529
39,3155,301,145,195,2351,2529
40,3142,299,138,196,2372,2529
41,3133,295,140,196,2383,2529
42,3124,293,125,196,2409,2529
43,3111,284,128,196,2428,2529
44,3117,268,119,196,2447,2529
45,3127,246,112,196,2466,2529
46,3105,252,110,196,2484,2529
47,3112,236,99,197,2503,2529
48,3101,236,99,197,2514,2529
49,3091,236,96,197,2527,2529
50,3093,232,86,197,2539,2529
51,3091,227,84,198,2547,2529
52,3086,221,81,198,2561,2529
53,3084,212,84,199,2568,2529
54,3085,206,82,199,2575,2529
55,3085,199,82,199,2582,2529
56,3088,193,72,199,2595,2529
57,3095,180,65,199,2608,2529
58,3081,185,68,199,2614,2529
59,3080,175,71,199,2622,2529
60,3089,159,68,199,2632,2529
61,3083,159,69,199,2637,2529
62,3073,166,56,199,2653,2529
63,3068,168,56,199,2656,2529
64,3058,171,56,199,2663,2529
65,3054,167,51,199,2676,2529
66,3052,159,53,199,2684,2529
67,3041,166,55,199,2686,2529
68,3051,146,62,199,2689,2529
69,3059,132,60,199,2697,2529
70,3058,130,54,199,2706,2529
71,3058,120,59,199,2711,2529
72,3052,117,60,199,2719,2529
73,3047,114,57,199,2730,2529
74,3045,114,49,199,2740,2529
75,3043,108,52,199,2745,2529
76,3027,116,52,199,2753,2529
77,3021,115,55,199,2757,2529
78,3019,113,53,199,2763,2529
79,3022,105,55,199,2766,2529
80,3021,97,57,200,2772,2529
81,3029,86,57,200,2775,2529
82,3032,79,52,200,2784,2529
83,3035,73,46,200,2793,2529
84,3032,70,47,200,2798,2529
85,3035,66,41,200,2805,2529
86,3028,72,36,200,2811,2529
87,3033,63,36,200,2815,2529
88,3020,73,36,200,2818,2529
89,3015,75,31,200,2826,2529
90,3012,75,31,200,2829,2529
91,3010,77,26,200,2834,2529
92,3005,81,26,200,2835,2529
93,3009,76,25,200,2837,2529
94,3008,76,25,200,2838,2529
