,Susceptible,Exposed,Infected,Deaths,Recovered,Vaccinated
0,5629,0,8,5,5,3029
1,5629,0,8,5,5,3029
2,4988,641,8,5,5,3029
3,4525,848,264,5,5,3029
4,4129,1001,502,10,5,3029
5,3870,1052,708,12,5,3029
6,3677,1074,875,14,7,3029
7,3512,1060,1045,21,9,3029
8,3399,1033,1171,32,12,3029
9,3338,961,1280,44,24,3029
10,3285,916,1342,57,47,3029
11,3235,884,1367,64,97,3029
12,3188,847,1350,76,186,3029
13,3157,786,1291,91,322,3029
14,3123,752,1173,106,493,3029
15,3104,707,1013,122,701,3029
16,3079,671,882,126,889,3029
17,3056,657,764,132,1038,3029
18,3051,616,648,137,1195,3029
19,3030,605,566,145,1301,3029
20,3029,563,502,147,1406,3029
21,3012,534,467,152,1482,3029
22,2994,525,404,153,1571,3029
23,2961,526,360,155,1645,3029
24,2965,494,329,156,1703,3029
25,2964,462,313,157,1751,3029
26,2945,451,303,158,1790,3029
27,2945,422,284,162,1834,3029
28,2953,394,264,163,1873,3029
29,2934,398,229,165,1921,3029
30,2927,385,212,165,1958,3029
31,2901,389,202,165,1990,3029
32,2900,376,185,166,2020,3029
33,2896,366,165,167,2053,3029
34,2887,360,160,168,2072,3029
35,2875,341,169,168,2094,3029
36,2868,338,154,170,2117,3029
37,2853,343,150,170,2131,3029
38,2863,318,140,170,2156,3029
39,2850,318,132,171,2176,3029
40,2849,295,131,171,2201,3029
41,2851,278,125,171,2222,3029
42,2837,276,122,171,2241,3029
43,2829,272,121,171,2254,3029
44,2837,245,120,171,2274,3029
45,2831,246,114,171,2285,3029
46,2831,233,113,171,2299,3029
47,2829,225,105,171,2317,3029
48,2827,221,92,171,2336,3029
49,2816,221,92,171,2347,3029
50,2816,214,79,172,2366,3029
51,2811,214,72,172,2378,3029
52,2805,212,66,173,2391,3029
53,2801,203,71,173,2399,3029
54,2787,205,74,173,2408,3029
55,2790,193,78,173,2413,3029
56,2784,189,80,173,2421,3029
57,2791,176,81,173,2426,3029
58,2791,170,80,174,2432,3029
59,2784,165,79,175,2444,3029
60,2780,157,87,175,2448,3029
61,2770,161,79,175,2462,3029
62,2768,154,78,175,2472,3029
63,2769,145,76,175,2482,3029
64,2764,138,82,175,2488,3029
65,2767,133,72,175,2500,3029
66,2771,118,75,175,2508,3029
67,2757,126,69,176,2519,3029
68,2748,129,68,176,2526,3029
69,2748,124,59,176,2540,3029
70,2747,119,61,176,2544,3029
71,2741,120,60,176,2550,3029
72,2734,122,53,176,2562,3029
73,2737,116,48,176,2570,3029
74,2742,107,52,176,2570,3029
75,2741,106,49,176,2575,3029
76,2743,99,47,176,2582,3029
77,2732,107,44,176,2588,3029
78,2737,98,34,176,2602,3029
79,2734,97,34,176,2606,3029
80,2740,88,35,176,2608,3029
81,2739,87,31,176,2614,3029
82,2738,86,32,176,2615,3029
83,2736,86,31,176,2618,3029
84,2734,83,28,176,2626,3029
85,2736,77,29,176,2629,3029
86,2736,75,24,176,2636,3029
87,2735,73,26,176,2637,3029
88,2740,65,27,176,2639,3029
89,2737,67,27,176,2640,3029
90,2733,67,29,176,2642,3029
91,2726,73,29,176,2643,3029
92,2730,65,32,176,2644,3029
93,2738,55,29,176,2649,3029
94,2735,55,29,176,2652,3029
95,2729,58,27,176,2657,3029
96,2733,53,26,176,2659,3029
97,2728,54,30,176,2659,3029
98,2728,51,30,176,2662,3029
99,2725,52,30,176,2664,3029
100,2722,52,27,176,2670,3029
101,2721,51,27,176,2672,3029
102,2717,50,30,176,2674,3029
103,2719,46,32,176,2674,3029
104,2723,40,31,176,2677,3029
105,2723,39,29,176,2680,3029
106,2723,38,30,176,2680,3029
107,2719,40,29,176,2683,3029
108,2725,34,26,176,2686,3029
109,2723,35,23,176,2690,3029
110,2721,36,21,176,2693,3029
111,2717,39,21,176,2694,3029
112,2715,39,21,176,2696,3029
113,2713,40,19,176,2699,3029
114,2714,39,19,176,2699,3029
115,2714,38,18,176,2701,3029
116,2714,35,19,176,2703,3029
117,2716,31,19,176,2705,3029
