,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
2,214,191,142,117,103,60,17,0,0
3,373,330,108,125,89,53,16,0,0
4,492,415,97,101,86,44,24,0,0
5,574,454,59,105,73,40,9,0,0
6,621,452,74,72,56,34,2,0,0
7,625,438,44,51,43,26,3,0,0
8,623,401,42,43,44,20,8,0,0
9,608,367,29,42,34,18,3,0,0
10,575,336,24,35,28,13,3,0,0
11,537,303,25,26,22,12,4,0,0
12,515,284,18,20,12,7,2,0,0
13,490,244,18,16,9,2,2,0,0
14,470,239,9,12,11,3,0,0,0
15,450,212,12,10,5,8,2,0,0
16,452,191,4,9,3,3,0,0,0
17,448,171,4,6,4,1,1,0,0
18,446,160,11,1,2,1,0,0,0
19,446,146,4,2,2,0,0,0,0
20,428,146,2,2,2,0,0,0,0
21,418,140,2,2,0,0,1,0,0
22,396,128,1,0,0,1,0,0,0
23,367,116,0,3,2,0,0,0,0
24,361,112,0,1,2,0,0,0,0
25,360,100,1,0,1,1,0,0,0
26,345,83,0,0,2,0,0,0,0
27,327,69,1,0,1,0,0,0,0
28,319,66,0,2,0,0,0,0,0
29,325,61,2,1,1,1,0,0,0
30,314,64,1,0,0,0,0,0,0
31,303,57,0,0,0,0,0,0,0
32,297,58,0,0,1,1,0,0,0
33,304,55,0,0,1,1,0,0,0
34,296,48,0,0,1,0,0,0,0
35,302,43,0,0,0,0,0,0,0
36,283,46,0,0,0,0,0,0,0
37,269,43,0,0,0,0,0,0,0
38,258,48,0,0,0,0,0,0,0
39,237,48,0,0,0,0,0,0,0
40,222,40,0,0,0,0,0,0,0
41,206,35,0,0,0,0,0,0,0
42,195,33,0,0,0,0,0,0,0
43,205,32,0,0,0,0,0,0,0
44,210,30,0,0,0,0,0,0,0
45,205,25,0,0,0,0,0,0,0
46,204,22,0,0,0,0,0,0,0
47,194,16,0,0,0,0,0,0,0
48,189,14,0,0,0,0,0,0,0
49,186,13,0,0,0,0,0,0,0
50,185,9,0,0,0,0,0,0,0
51,176,11,0,0,0,0,0,0,0
52,181,8,0,1,0,0,0,0,0
53,176,10,0,0,0,0,0,0,0
54,164,10,0,0,0,0,0,0,0
55,161,11,0,0,0,0,0,0,0
56,160,9,0,0,0,0,0,0,0
57,154,8,0,0,0,0,0,0,0
58,143,4,0,0,0,0,0,0,0
59,141,4,0,0,0,0,0,0,0
60,144,7,0,0,0,0,0,0,0
61,141,5,0,0,0,0,0,0,0
62,135,4,0,0,0,0,0,0,0
63,129,4,0,0,0,0,0,0,0
64,128,5,0,0,0,0,0,0,0
65,124,5,0,0,0,0,0,0,0
66,117,5,0,0,0,0,0,0,0
67,110,4,0,0,0,0,0,0,0
68,104,3,0,0,0,0,0,0,0
69,92,3,0,0,0,0,0,0,0
70,95,4,0,0,0,0,0,0,0
71,103,4,0,0,0,0,0,0,0
72,107,3,0,0,0,0,0,0,0
